,category,medicine_name,therapeutic_area,common_name,active_substance,patient_safety,authorisation_status,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,revision_number
1710,veterinary,Panacur AquaSol,,fenbendazole,fenbendazole,False,authorised,False,False,False,False,False,False,False,Intervet International BV,"Anthelmintics, , Benzimidazoles and related substances, fenbendazole",6.0
1711,human,Litak,"Leukemia, Hairy Cell",cladribine,cladribine,False,authorised,False,False,False,False,False,False,False,Lipomed GmbH,Antineoplastic agents,7.0
1712,human,Masipro,Mastocytosis,masitinib,masitinib mesilate,False,refused,False,False,False,False,False,False,True,AB Science,Antineoplastic agents,0.0
1713,human,Evarrest,Hemostasis,"human fibrinogen, human thrombin","human fibrinogen, human thrombin",False,withdrawn,True,False,False,False,False,False,False,Omrix Biopharmaceuticals N. V.,Local hemostatics,4.0
1714,human,IDflu,"Influenza, Human;  Immunization","influenza vaccine (split virion, inactivated)","influenza virus (inactivated, split) of the following strains:a/california/7/2009 (h1n1)pdm09 - like strain (a/california/7/2009, nymc x-179a)a/hong kong/4801/2014 (h3n2) - like strain (a/hong kong/4801/2014, nymc x-263b)b/brisbane/60/2008 - like strain (b/brisbane/60/2008, wild type)",False,withdrawn,False,False,False,False,False,False,False,Sanofi Pasteur S.A.,"Vaccines,",13.0
1715,human,Tasermity,Hyperphosphatemia;  Renal Dialysis,sevelamer hydrochloride,sevelamer hydrochloride,False,withdrawn,False,False,False,False,False,False,False,Genzyme Europe BV,All other therapeutic products,4.0
1716,human,Fanaptum,Schizophrenia,iloperidone,iloperidone,False,refused,False,False,False,False,False,False,False,Vanda Pharmaceuticals Ltd,"Psycholeptics,",0.0
1717,veterinary,Oxybee,,oxalic acid dehydrate,oxalic acid dihydrate,False,authorised,False,False,False,False,False,False,False,Dany Bienenwohl GmbH,"Ectoparasiticides for topical use, incl. insecticides",0.0
1718,human,Ristempa,Neutropenia,pegfilgrastim,pegfilgrastim,False,withdrawn,True,False,False,False,False,False,False,Amgen Europe B.V.,"Immunostimulants,",3.0
1719,human,LeukoScan,Osteomyelitis;  Radionuclide Imaging,sulesomab,sulesomab,False,withdrawn,False,False,False,False,False,False,False,Immunomedics GmbH,Diagnostic agents,7.0
1720,human,Libertek,"Pulmonary Disease, Chronic Obstructive",roflumilast,roflumilast,False,withdrawn,False,False,False,False,False,False,False,AstraZeneca AB,"Drugs for obstructive airway diseases,",11.0
1721,human,Daliresp,"Pulmonary Disease, Chronic Obstructive",roflumilast,roflumilast,False,withdrawn,False,False,False,False,False,False,False,AstraZeneca AB,"Drugs for obstructive airway diseases,",9.0
1722,human,Onzeald,Breast Neoplasms,etirinotecan pegol,etirinotecan pegol,False,refused,False,False,False,False,False,False,False,Nektar Therapeutics UK Limited,Antineoplastic agents,0.0
1723,human,EnCyzix,Hypogonadism,enclomifene,enclomifene citrate,False,refused,False,False,False,False,False,False,False,Renable Pharma Limited,"Sex hormones and modulators of the genital system,",0.0
1724,human,Clopidogrel Acino,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,clopidogrel,False,withdrawn,False,True,False,False,False,False,False,Acino AG,Antithrombotic agents,6.0
1725,human,Optimark,Magnetic Resonance Imaging,gadoversetamide,gadoversetamide,False,withdrawn,False,False,False,False,False,False,False,Mallinckrodt Deutschland GmbH,Contrast media,14.0
1726,human,Somatropin Biopartners,Growth,somatropin,somatropin,False,withdrawn,False,False,False,False,False,False,False,BioPartners GmbH,"Somatropin and somatropin agonists, Pituitary and hypothalamic hormones and analogues",3.0
1727,human,Adlumiz,"Cachexia;  Anorexia;  Carcinoma, Non-Small-Cell Lung",anamorelin,anamorelin hydrochloride,False,refused,False,False,False,False,False,False,False,,All other therapeutic products,0.0
1728,human,Prevenar,Pneumococcal Infections;  Immunization,"pneumococcal saccharide conjugated vaccine, adsorbed","pneumococcal oligosaccharide serotype 18c, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 4, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 9v, pneumococcal polysaccharide serotype 14",False,withdrawn,False,False,False,False,False,False,False,Pfizer Limited,"Vaccines,",23.0
1729,human,Human IGG1 monoclonal antibody specific for human interleukin-1 alpha XBiotech,Colorectal Neoplasms,human igg1 monoclonal antibody specific for human interleukin-1 alpha,human igg1 monoclonal antibody specific for human interleukin-1 alpha,False,refused,False,False,False,False,False,False,False,XBiotech Germany GmbH,Antineoplastic agents,0.0
1730,human,Glybera,Hyperlipoproteinemia Type I,alipogene tiparvovec,alipogene tiparvovec,False,withdrawn,True,False,False,False,True,False,False,uniQure biopharma B.V. ,Lipid modifying agents,8.0
1731,human,Clopidogrel Teva Pharma (previously Clopidogrel HCS),Myocardial Infarction;  Peripheral Vascular Diseases;  Stroke,clopidogrel,clopidogrel (as hydrochloride),False,withdrawn,False,True,False,False,False,False,False,Teva B.V. ,Antithrombotic agents,9.0
1732,human,NovoNorm,"Diabetes Mellitus, Type 2",repaglinide,repaglinide,False,authorised,False,False,False,False,False,False,False,Novo Nordisk A/S,Drugs used in diabetes,16.0
1733,human,Zontivity,Myocardial Infarction,vorapaxar,vorapaxar sulfate,False,withdrawn,True,False,False,False,False,False,False,Merck Sharp  Dohme Limited,Antithrombotic agents,2.0
1734,veterinary,Quadrisol,,vedaprofen,vedaprofen,False,authorised,False,False,False,False,False,False,False,VETCOOL B.V.,,18.0
1735,veterinary,Recuvyra,,fentanyl,fentanyl,False,withdrawn,False,False,False,False,False,False,False,Eli Lilly and Company Limited ,Nervous system,4.0
1736,human,Removab,Ascites;  Cancer,catumaxomab,catumaxomab,False,withdrawn,False,False,False,False,False,False,False,Neovii Biotech GmbH,Other antineoplastic agents,5.0
1737,veterinary,Hiprabovis IBR Marker Live,,live gene-deleted vaccine for intramuscular use for active immunisation of cattle against infectious bovine rhinotracheitis,"live ge- tk- double-gene-deleted bovine herpes virus type 1, strain ceddel: 106.3–107.3 ccid50",False,authorised,False,False,False,False,False,False,False,Laboratorios Hipra S.A,Immunologicals,4.0
1738,human,Sabervel,Hypertension,irbesartan,irbesartan,False,withdrawn,False,True,False,False,False,False,False,Pharmathen S.A.,Agents acting on the renin-angiotensin system,2.0
1739,human,Optaflu,"Influenza, Human;  Immunization","influenza vaccine (surface antigen, inactivated, prepared in cell cultures)","influenza virus surface antigens (haemagglutinin and neuraminidase), inactivated, of the following strains:a/california/7/2009 (h1n1)pdm09 - like strain(a/brisbane/10/2010, wild type)a/switzerland/9715293/2013 (h3n2) - like strain(a/south australia/55/2014, wild type)b/phuket/3073/2013–like strain(b/utah/9/2014, wild type)",False,withdrawn,False,False,False,False,False,False,False,Seqirus GmbH,"Vaccines,",16.0
1740,veterinary,Zeleris,,"florfenicol, meloxicam","florfenicol, meloxicam",False,authorised,False,False,False,False,False,False,False,CEVA Santé Animale,"Antibacterials for systemic use, Amphenicols, combinations",0.0
1741,human,Vitekta,HIV Infections,elvitegravir,elvitegravir,False,withdrawn,True,False,False,False,False,False,False,Gilead Sciences International Ltd,Antivirals for systemic use,4.0
1742,human,Imprida,Hypertension,"amlodipine, valsartan","valsartan, amlodipine (as amlodipine besilate)",False,withdrawn,False,False,False,False,False,False,False,Novartis Europharm Ltd,Agents acting on the renin-angiotensin system,20.0
1743,human,Clopidogrel/Acetylsalicylic acid Teva,Acute Coronary Syndrome;  Myocardial Infarction,"clopidogrel, acetylsalicylic acid","clopidogrel, acetylsalicylic acid",False,withdrawn,False,False,False,False,False,False,False,Teva Pharma B.V.,combinations,1.0
1744,human,Unituxin,Neuroblastoma,dinutuximab,dinutuximab,False,withdrawn,False,False,False,False,False,False,False,United Therapeutics Europe Ltd,Antineoplastic agents,3.0
1745,human,Dutrebis,HIV Infections,"lamivudine, raltegravir potassium","lamivudine, raltegravir potassium",False,withdrawn,False,False,False,False,False,False,False,Merck Sharp  Dohme Limited,"Antivirals for systemic use, Antivirals for treatment of HIV infections, combinations",0.0
1746,veterinary,Equip WNV (previously Duvaxyn WNV),,vaccine to aid in prevention of west nile virus,"inactivated west nile virus, strain vm-2",False,authorised,False,False,False,False,False,False,False,Zoetis Belgium SA,Immunologicals for equidae,13.0
1747,human,Rasilamlo,Hypertension,"aliskiren hemifumarate, amlodipine besilate","aliskiren, amlodipine",False,withdrawn,False,False,False,False,False,False,False,Novartis Europharm Ltd,Agents acting on the renin-angiotensin system,7.0
1748,human,Budesonide/Formoterol Teva,"Pulmonary Disease, Chronic Obstructive;  Asthma","budesonide, formoterol","budesonide, formoterol fumarate dihydrate",False,withdrawn,False,False,False,False,False,False,False,Teva Pharma B.V.,"Drugs for obstructive airway diseases,",2.0
1749,human,Budesonide/Formoterol Teva Pharma B.V.,Asthma,"budesonide, formoterol fumarate dihydrate","budesonide, formoterol",False,withdrawn,False,False,False,False,False,False,False,Teva Pharma B.V.,"Drugs for obstructive airway diseases,",1.0
1750,human,Vylaer Spiromax,"Pulmonary Disease, Chronic Obstructive;  Asthma","budesonide, formoterol","budesonide, formoterol fumarate dihydrate",False,withdrawn,False,False,False,False,False,False,False,Teva Pharma B.V.,"Drugs for obstructive airway diseases,",3.0
1751,human,Biograstim,Neutropenia;  Hematopoietic Stem Cell Transplantation;  Cancer,filgrastim,filgrastim,False,withdrawn,False,False,True,False,False,False,False,AbZ-Pharma GmbH,Colony stimulating factors,8.0
1752,human,ChondroCelect,Cartilage Diseases,characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins,characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins,False,withdrawn,False,False,False,False,False,False,False,TiGenix N.V.,Other drugs for disorders of the musculo-skeletal system,6.0
1753,human,Capecitabine SUN,Stomach Neoplasms;  Breast Neoplasms;  Colonic Neoplasms;  Colorectal Neoplasms,capecitabine,capecitabine,False,withdrawn,False,True,False,False,False,False,False,Sun Pharmaceutical Industries Europe B.V.,capecitabine,3.0
1754,human,Celvapan,"Disease Outbreaks;  Influenza, Human;  Immunization","influenza vaccine (h1n1)v (whole virion, vero cell derived, inactivated)","whole virion influenza vaccine, inactivated containing antigen of strain a/california/07/2009 (h1n1)v",False,withdrawn,False,False,False,False,False,False,False,"Nanotherapeutics Bohumil, s.r.o.","Vaccines,",11.0
1755,human,Pantecta Control,Gastroesophageal Reflux,pantoprazole,pantoprazole,False,withdrawn,False,False,False,False,False,False,False,Takeda GmbH,Proton pump inhibitors,7.0
1756,human,Incivo,"Hepatitis C, Chronic",telaprevir,telaprevir,False,withdrawn,True,False,False,False,False,False,False,Janssen-Cilag International N.V.,Antivirals for systemic use,19.0
1757,human,Zoledronic acid Teva Generics,Osteoporosis;  Osteitis Deformans,zoledronic acid,zoledronic acid monohydrate,False,withdrawn,False,True,False,False,False,False,False,Teva Generics B.V,Bisphosphonates,2.0
1758,human,Osigraft,Tibial Fractures,eptotermin alfa,eptotermin alfa,False,withdrawn,False,False,False,False,False,False,False,Olympus Biotech International Limited,"Drugs for treatment of bone diseases, Bone morphogenetic proteins",13.0
1759,human,Dropcys,Corneal Diseases;  Cystinosis,mercaptamine,mercaptamine,False,refused,False,False,False,False,False,False,True,Lucane Pharma,,0.0
1760,human,Krystexxa,Gout,pegloticase,pegloticase,False,withdrawn,False,False,False,False,False,False,False,Crealta Pharmaceuticals Ireland Limited,Antigout preparations,3.0
1761,human,Opgenra,Spondylolisthesis,eptotermin alfa,eptotermin alfa,False,withdrawn,False,False,False,False,False,False,False,Olympus Biotech International Limited,Drugs for treatment of bone diseases,9.0
1762,human,Pandemrix,"Influenza, Human;  Immunization;  Disease Outbreaks","influenza vaccine (h1n1)v (split virion, inactivated, adjuvanted)","split influenza virus inactivated, containing antigen equivalent to a/california/07/2009 (h1n1)-derived strain used nymc x-179a",False,withdrawn,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,Influenza vaccines,23.0
1763,human,Avandamet,"Diabetes Mellitus, Type 2","rosiglitazone, metformin","rosiglitazone, metformin hydrochloride",False,withdrawn,False,False,False,False,False,False,False,SmithKline Beecham Plc,Drugs used in diabetes,16.0
1764,human,Avandia,"Diabetes Mellitus, Type 2",rosiglitazone,rosiglitazone,False,withdrawn,False,False,False,False,False,False,False,SmithKline Beecham Plc,Drugs used in diabetes,23.0
1765,veterinary,RevitaCAM,,meloxicam,meloxicam,False,withdrawn,False,True,False,False,False,False,False,Zoetis Belgium SA,Oxicams,5.0
1766,veterinary,Lodipressin,,amlodipine,amlodipine besilate,False,refused,False,False,False,False,False,False,False,Le Vet Beheer B.V.,Calcium channel blockers,0.0
1767,human,Repso,"Arthritis, Rheumatoid;  Arthritis, Psoriatic",leflunomide,leflunomide,False,withdrawn,False,True,False,False,False,False,False,Teva B.V.,Immunosuppressants,11.0
1768,human,Foscan,"Head and Neck Neoplasms;  Carcinoma, Squamous Cell",temoporfin,temoporfin,False,authorised,False,False,False,False,False,False,False,Biolitec Pharma Ltd,Antineoplastic agents,18.0
1769,human,Kepivance,Mucositis,palifermin,palifermin,False,withdrawn,False,False,False,False,False,False,False,Swedish Orphan Biovitrum AB (publ),All other therapeutic products,19.0
1770,human,Heparesc,"Urea Cycle Disorders, Inborn",human heterologous liver cells,human heterologous liver cells,False,refused,False,False,False,False,False,False,True,Cytonet GmbH KG,"Other alimentary tract and metabolism products,",0.0
1771,human,Nuedexta,Neurobehavioral Manifestations,"dextromethorphan hydrobromide, quinidine sulfate","dextromethorphan, quinidine",False,withdrawn,False,False,False,False,False,False,False,Jenson Pharmaceutical Services Limited,Other nervous system drugs,2.0
1772,human,Paglitaz,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,False,withdrawn,False,True,False,False,False,False,False,"Krka, d.d., Novo mesto",Drugs used in diabetes,1.0
1773,human,"Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics","Influenza, Human;  Immunization;  Disease Outbreaks","prepandemic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",influenza virus surface antigens (haemagglutinin and neuraminidase) of strain a/viet nam/1194/2004 (h5n1),False,withdrawn,False,False,False,False,False,False,False,Novartis Vaccines and Diagnostics S.r.l.,"Vaccines,",2.0
1774,human,Solumarv,Diabetes Mellitus,insulin human,insulin human,False,refused,False,False,True,False,False,False,False,Marvel Lifesciences Ltd,,0.0
1775,human,Focetria,"Influenza, Human;  Immunization;  Disease Outbreaks","influenza vaccine h1n1v (surface antigen, inactivated, adjuvanted)",influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: a/california/7/2009 (h1n1)-derived strain used nymc x-181,False,withdrawn,False,False,False,False,False,False,False,Novartis Vaccines and Diagnostics S.r.l.,Influenza vaccines,9.0
1776,human,Nivolumab BMS,"Carcinoma, Non-Small-Cell Lung",nivolumab,nivolumab,False,withdrawn,False,False,False,False,False,False,False,Bristol-Myers Squibb Pharma EEIG,"Antineoplastic and immunomodulating agents, Monoclonal antibodies,",0.0
1777,veterinary,Cimalgex,,cimicoxib,cimicoxib,False,authorised,False,False,False,False,False,False,False,Vétoquinol SA,Musculo-skeletal system,1.0
1778,veterinary,CaniLeish,,leishmania infantum excreted secreted proteins,leishmania infantum excreted secreted proteins,False,authorised,False,False,False,False,False,False,False,Virbac S.A.,Immunologicals,2.0
1779,veterinary,Dicural,,difloxacin,difloxacin,False,withdrawn,False,False,False,False,False,False,False,Pfizer Limited,"Antibacterials for systemic use, Antiinfectives for systemic use",7.0
1780,human,Sonata,Sleep Initiation and Maintenance Disorders,zaleplon,zaleplon,False,withdrawn,False,False,False,False,False,False,False,Meda AB,"Psycholeptics,",19.0
1781,human,Lympreva,"Lymphoma, Non-Hodgkin",dasiprotimut-t,dasiprotimut-t,False,refused,False,False,False,False,False,False,True,Biovest Europe Ltd,,0.0
1782,veterinary,ProMeris,,metaflumizone,metaflumizone,False,withdrawn,False,False,False,False,False,False,False,Pfizer Limited ,"Ectoparasiticides for topical use, incl. insecticides",8.0
1783,veterinary,ProMeris Duo,,"metaflumizone, amitraz","metaflumizone, amitraz",False,withdrawn,False,False,False,False,False,False,False,Pfizer Limited ,"Ectoparasiticides for topical use, incl. insecticides",7.0
1784,human,Rienso,"Anemia;  Kidney Failure, Chronic",ferumoxytol,ferumoxytol,False,withdrawn,True,False,False,False,False,False,False,Takeda Pharma A/S,Other antianemic preparations,7.0
1785,human,Clopidogrel DURA,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel (as hydrochloride),False,withdrawn,False,True,False,False,False,False,False,Mylan dura GmbH,Antithrombotic agents,6.0
1786,human,Quadramet,Pain;  Cancer,samarium [153sm] lexidronam pentasodium,samarium (153sm) lexidronam pentasodium,False,authorised,False,False,False,False,False,False,False,CIS bio international,Therapeutic radiopharmaceuticals,15.0
1787,human,Provenge,Prostatic Neoplasms,autologous peripheral-blood mononuclear cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor (sipuleucel-t),autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous cd54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor,False,withdrawn,True,False,False,False,False,False,False,Dendreon UK Ltd,Other immunostimulants,1.0
1788,human,BindRen,Hyperphosphatemia,colestilan,colestilan,False,withdrawn,True,False,False,False,False,False,False,Mitsubishi Pharma Europe Ltd,,2.0
1789,human,Pumarix,"Influenza, Human;  Immunization;  Disease Outbreaks","pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted)","pandemic influenza vaccine (h5n1) (split virion, inactivated, adjuvanted) ",False,withdrawn,False,False,False,False,True,False,False,GlaxoSmithKline Biologicals S.A. ,"Vaccines,",4.0
1790,human,Docetaxel Mylan,"Head and Neck Neoplasms;  Carcinoma, Non-Small-Cell Lung;  Adenocarcinoma;  Prostatic Neoplasms;  Breast Neoplasms",docetaxel,docetaxel,False,withdrawn,False,True,False,False,False,False,False,Mylan S.A.S.,Antineoplastic agents,6.0
1791,veterinary,Slentrol,,dirlotapide,dirlotapide,False,withdrawn,False,False,False,False,False,False,False,Zoetis Belgium SA,"Antiobesity preparations, excl. diet products",7.0
1792,veterinary,TruScient,,dibotermin alfa,dibotermin alfa,False,withdrawn,False,False,False,False,False,False,False,Zoetis Belgium SA,Bone morphogenetic proteins,4.0
1793,human,Clopidogrel Teva Pharma B.V.,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,clopidogrel (as hydrobromide),False,withdrawn,False,True,False,False,False,False,False,Teva Pharma B.V. ,Antithrombotic agents,4.0
1794,veterinary,Purevax RCCh,,"vaccine against feline viral rhinotracheitis, feline calicivirosis and feline chlamydophila infections","attenuated feline rhinotracheitis herpesvirus (fhv f2 strain), inactivated feline calicivirosis antigens (fcv 431 and g1 strains), attenuated chlamydophila felis (905 strain)",False,withdrawn,False,False,False,False,False,False,False,Merial,"Immunologicals for felidae,",8.0
1795,human,Vistide,Cytomegalovirus Retinitis,cidofovir,cidofovir,False,withdrawn,False,False,False,False,False,False,False,Gilead Sciences International Limited,Antivirals for systemic use,21.0
1796,human,Masiviera,Pancreatic Neoplasms,masitinib,masitinib,False,refused,False,False,False,False,False,False,True,AB Science,Protein kinase inhibitors,0.0
1797,human,Ipreziv,Hypertension,azilsartan medoxomil,azilsartan medoxomil,False,withdrawn,True,False,False,False,False,False,False,Takeda Pharma A/S,Agents acting on the renin-angiotensin system,4.0
1798,human,Fluenz,"Influenza, Human;  Immunization","influenza vaccine (live attenuated, nasal)","reassortant influenza virus (live attenuated) of the following strains:a/california/7/2009 (h1n1)pdm09 like strain, a/victoria/361/2011 (h3n2) like strain, b/massachusetts/2/2012 like strain",False,withdrawn,True,False,False,False,False,False,False,MedImmune LLC,"Vaccines,",4.0
1799,human,Topotecan Eagle,Carcinoma;  Small Cell Lung Carcinoma,topotecan,topotecan (as hydrochloride),False,withdrawn,False,True,False,False,False,False,False,Eagle Laboratories Ltd.   ,Antineoplastic and immunomodulating agents,2.0
1800,veterinary,Nobivac Bb,,live vaccine against bordetella bronchiseptica in cats,live bordetella bronchiseptica bacteria strain b-c2,False,authorised,False,False,False,False,False,False,False,Intervet International BV,"Immunologicals for felidae,",9.0
1801,human,Doribax,"Pneumonia, Ventilator-Associated;  Pneumonia, Bacterial;  Urinary Tract Infections;  Bacterial Infections;  Cross Infection",doripenem,doripenem,False,withdrawn,False,False,False,False,False,False,False,Janssen-Cilag International NV,"Antibacterials for systemic use,",10.0
1802,human,Pioglitazone Krka,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,False,withdrawn,False,True,False,False,False,False,False,"Krka, d.d., Novo mesto",Drugs used in diabetes,2.0
1803,human,Rivastigmine 3M Health Care Ltd,Alzheimer Disease,rivastigmine,rivastigmine,False,withdrawn,False,True,False,False,False,False,False,3M Health Care Limited,"Psychoanaleptics, , Anticholinesterases",1.0
1804,human,Clopidogrel Qualimed,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel (as hydrochloride),False,withdrawn,False,True,False,False,False,False,False,Qualimed,Antithrombotic agents,4.0
1805,human,Reasanz,Heart Failure,serelaxin,serelaxin,False,refused,False,False,False,False,False,False,False,Novartis Europharm Ltd,Other vasodilators used in cardiac diseases,0.0
1806,human,Nerventra,Multiple Sclerosis,laquinimod,laquinimod,False,refused,False,False,False,False,False,False,False,Teva Pharma GmbH,,0.0
1807,human,Ioa,Contraception,"nomegestrol acetate, estradiol","nomegestrol acetate, estradiol",False,withdrawn,False,False,False,False,False,False,False,N.V. Organon,"Sex hormones and modulators of the genital system,",4.0
1808,human,Revasc,Venous Thrombosis,desirudin,desirudin,False,withdrawn,False,False,False,False,False,False,False,Canyon Pharmaceuticals Ltd.,Antithrombotic agents,12.0
1809,human,Olanzapine Cipla (previously Olanzapine Neopharma),Schizophrenia;  Bipolar Disorder,olanzapine,olanzapine,False,withdrawn,False,True,False,False,False,False,False,Cipla (EU) Limited,"Psycholeptics,",12.0
1810,human,Preotact,"Osteoporosis, Postmenopausal",parathyroid hormone (rdna),parathyroid hormone (rdna),False,withdrawn,False,False,False,False,False,False,False,NPS Pharma Holdings Limited,Calcium homeostasis,4.0
1811,veterinary,Melovem,,meloxicam,meloxicam,False,authorised,False,True,False,False,False,False,False,Dopharma Research B.V.,Oxicams,5.0
1812,veterinary,Meloxivet,,meloxicam,meloxicam,False,withdrawn,False,True,False,False,False,False,False,Eli Lilly and Company Limited ,Musculo-skeletal system,5.0
1813,veterinary,Netvax,,adjuvanted vaccine against necrotic enteritis of chickens due to clostridium perfringens,clostridium-perfringens-type-a alpha toxoid,False,withdrawn,False,False,False,False,False,False,False,Intervet International BV,Immunologicals for aves,2.0
1814,human,Viracept,HIV Infections,nelfinavir,nelfinavir,False,withdrawn,False,False,False,False,False,False,False,Roche Registration Ltd.,Antivirals for systemic use,25.0
1815,veterinary,Flexicam,,meloxicam,meloxicam,False,withdrawn,False,True,False,False,False,False,False,Dechra Veterinary Products A/S,Antiinflammatory and antirheumatic products,7.0
1816,human,Clopidogrel Teva Generics B.V.,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,clopidogrel (as hydrochloride),False,withdrawn,False,True,False,False,False,False,False,Teva Pharma B.V.,Antithrombotic agents,3.0
1817,veterinary,Porcilis AR-T DF,,adjuvanted vaccine against progressive atrophic rhinitis in piglets,"protein do (non-toxic deletion derivative of pasteurella multocida dermonecrotic toxin), inactivated bordetella bronchiseptica cells",False,authorised,False,False,False,False,False,False,False,Intervet International BV,Immunologicals for suidae,6.0
1818,veterinary,Porcilis Porcoli Diluvac Forte (previously Porcilis Porcoli),,vaccine to provide passive immunity to the progeny against e. coli in pigs,"f4ab (k88ab) fimbrial adhesin, f4ac (k88ac) fimbrial adhesin, f5 (k99) fimbrial adhesin, f6 (987p) fimbrial adhesin, lt toxoid",False,authorised,False,False,False,False,False,False,False,Intervet International BV,Immunologicals,7.0
1819,human,Onduarp,Hypertension,"telmisartan, amlodipine",telmisartan,False,withdrawn,False,False,False,False,False,False,False,Boehringer Ingelheim International GmbH,Cardiovascular system,2.0
1820,human,Leflunomide Teva,"Arthritis, Rheumatoid",leflunomide,leflunomide,False,withdrawn,False,True,False,False,False,False,False,Teva Pharma B.V.,Immunosuppressants,6.0
1821,human,Docetaxel Teva Pharma,"Carcinoma, Non-Small-Cell Lung;  Breast Neoplasms;  Prostatic Neoplasms",docetaxel,docetaxel,False,withdrawn,False,True,False,False,False,False,False,Teva Pharma B.V.,Antineoplastic agents,6.0
1822,human,Tritanrix HepB,Hepatitis B;  Tetanus;  Immunization;  Whooping Cough;  Diphtheria,"diphtheria (d), tetanus (t), pertussis (whole cell) (pw) and hepatitis b (rdna) (hbv) vaccine (adsorbed)","diphtheria toxoid, hepatitis b surface antigen, bordetella pertussis (inactivated), tetanus toxoid",False,withdrawn,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",15.0
1823,human,Clopidogrel ratiopharm,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel,False,withdrawn,False,True,False,False,False,False,False,Archie Samuel s.r.o.,Antithrombotic agents,5.0
1824,human,Masican,Gastrointestinal Stromal Tumors,masitinib,masitinib,False,refused,False,False,False,False,False,False,True,,Protein kinase inhibitors,0.0
1825,veterinary,Masivet,,masitinib mesilate,masitinib mesilate,False,authorised,False,False,False,False,False,False,False,AB Science S.A.,Antineoplastic agents,6.0
1826,human,Infanrix Penta,Hepatitis B;  Tetanus;  Immunization;  Whooping Cough;  Poliomyelitis;  Diphtheria,"diphtheria (d), tetanus (t), pertussis (acellular, component) (pa), hepatitis b (rdna) (hbv), poliomyelitis (inactivated) (ipv) vaccine (adsorbed)","diphtheria toxoid, tetanus toxoid, bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin), poliovirus (inactivated) (type 1 (mahoney strain), type 2 (mef-1 strain), type 3 (saukett strain)), hepatitis b surface antigen",False,withdrawn,False,False,False,False,False,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",13.0
1827,human,Sepioglin,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,False,withdrawn,False,True,False,False,False,False,False,Vaia S.A.,Drugs used in diabetes,1.0
1828,veterinary,Ibaflin,,ibafloxacin,ibafloxacin,False,withdrawn,False,False,False,False,False,False,False,Intervet International BV,Antibacterials for systemic use,7.0
1829,human,Daronrix,"Influenza, Human;  Immunization;  Disease Outbreaks","pandemic influenza vaccine (whole virion, inactivated, adjuvanted)","whole virion, inactivated, containing antigen*: a/vietnam/1194/2004 (h5n1)* produced in eggs",False,withdrawn,False,False,False,False,True,False,False,GlaxoSmithKline Biologicals S.A.,"Vaccines,",0.0
1830,human,Kynamro,Hypercholesterolemia,mipomersen sodium,mipomersen sodium,False,refused,False,False,False,False,False,False,False,Genzyme Europe BV,Cardiovascular system,0.0
1831,human,Qsiva,Obesity,"phentermine, topiramate","phentermine, topiramate",False,refused,False,False,False,False,False,False,False,Vivus BV,,0.0
1832,veterinary,Nobivac Piro,,vaccine against babesiosis in dogs,"babesia canis, inactivated, babesia rossi, inactivated",False,withdrawn,False,False,False,False,False,False,False,Intervet International BV,Immunologicals for canidae,4.0
1833,human,Trevaclyn,Dyslipidemias,"laropiprant, nicotinic acid","laropiprant, nicotinic acid",False,withdrawn,False,False,False,False,False,False,False,Merck Sharp  Dohme Ltd,Lipid modifying agents,11.0
